principalInvestigator,country,locality,Bsal_area,yearCollected,decimalLatitude,decimalLongitude,materialSampleID,basisOfRecord,genus,specificEpithet,sampleType,testMethod,diseaseTested,BdDetected,BsalDetected,BdLoad,BsalLoad,fatal,monthCollected,dayCollected,quantityDetected,dilutionFactor,cycleTimeFirstDetection,diagnosticLab,continentOcean,stateProvince,municipality,county,locationRemarks,verbatimEventDate,horizontalDatum,coordinateUncertaintyInMeters,georeferenceProtocol,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,locationID,habitat,eventRemarks,collectorList,occurrenceID,institutionCode,collectionCode,catalogNumber,otherCatalogNumbers,fieldNumber,infraspecificEpithet,taxonRemarks,lifeStage,establishmentMeans,sex,associatedReferences,occurrenceRemarks,individualCount,weightUnits,weight,lengthUnits,length,organismRemarks,diseaseLineage,geFALSEtypeMethod,diseaseTestedPositiveCount,specimenDisposition,zeScore,measurementRemarks,tissueID,tissueType,tissuePlate,tissueWell,tissueCatalogNumber,tissueBarcode,tissueInstitution,tissueOtherCatalogNumbers,tissueSamplingYear,tissueSamplingMonth,tissueSamplingDay,tissueRecordedBy,tissueContainer,tissuePreservative,associatedSequences,tissueRemarks,fromTissue,tissueBlocked,biosampleAccession,DiagFALSEstics_bcid,Sample_bcid,expeditionCode,projectId
Bsal Consortium Germany,Germany,Weilerbach,,2015,,,BsalGer2344 - 23a,LivingSpecimen,Lissotriton,helveticus,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,5,4,,,,Universities Trier and Braunschweig,,,,,,,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,not determined,,NA,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Weilerbach,,2019,,,BsalGer6336 - WEI-2019-01,LivingSpecimen,Lissotriton,helveticus,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,3,12,,,,Universities Trier and Braunschweig,,,,,,,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,male,,NA,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Weilerbach,,2019,,,BsalGer6337 - WEI-2019-02,LivingSpecimen,Lissotriton,helveticus,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,3,12,,,,Universities Trier and Braunschweig,,,,,,,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,female,,NA,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Weilerbach,,2019,,,BsalGer6338 - WEI-2019-03,LivingSpecimen,Lissotriton,helveticus,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,3,12,,,,Universities Trier and Braunschweig,,,,,,,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,male,,NA,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Weilerbach,,2019,,,BsalGer6339 - WEI-2019-04,LivingSpecimen,Lissotriton,helveticus,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,3,12,,,,Universities Trier and Braunschweig,,,,,,,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,male,,NA,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Weilerbach,,2019,,,BsalGer6340 - WEI-2019-05,LivingSpecimen,Lissotriton,helveticus,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,3,12,,,,Universities Trier and Braunschweig,,,,,,,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,female,,NA,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Weilerbach,,2019,,,BsalGer6341 - WEI-2019-06,LivingSpecimen,Ichthyosaura,alpestris,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,3,12,,,,Universities Trier and Braunschweig,,,,,,,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,male,,NA,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Weilerbach,,2019,,,BsalGer6342 - WEI-2019-07,LivingSpecimen,Ichthyosaura,alpestris,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,3,12,,,,Universities Trier and Braunschweig,,,,,,,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,male,,NA,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Weilerbach,,2019,,,BsalGer6343 - WEI-2019-08,LivingSpecimen,Ichthyosaura,alpestris,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,3,12,,,,Universities Trier and Braunschweig,,,,,,,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,male,,NA,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Weilerbach,,2019,,,BsalGer6344 - WEI-2019-09,LivingSpecimen,Ichthyosaura,alpestris,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,3,12,,,,Universities Trier and Braunschweig,,,,,,,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,male,,NA,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Weilerbach,,2019,,,BsalGer6345 - WEI-2019-10,LivingSpecimen,Ichthyosaura,alpestris,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,3,12,,,,Universities Trier and Braunschweig,,,,,,,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,female,,NA,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Weilerbach,,2019,,,BsalGer6346 - WEI-2019-11,LivingSpecimen,Lissotriton,helveticus,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,4,12,,,,Universities Trier and Braunschweig,,,,,,,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,male,,NA,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Weilerbach,,2019,,,BsalGer6347 - WEI-2019-12,LivingSpecimen,Lissotriton,helveticus,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,4,12,,,,Universities Trier and Braunschweig,,,,,,,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,male,,NA,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Weilerbach,,2019,,,BsalGer6348 - WEI-2019-13,LivingSpecimen,Lissotriton,helveticus,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,4,12,,,,Universities Trier and Braunschweig,,,,,,,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,male,,NA,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Weilerbach,,2019,,,BsalGer6349 - WEI-2019-14,LivingSpecimen,Ichthyosaura,alpestris,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,4,12,,,,Universities Trier and Braunschweig,,,,,,,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,male,,NA,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Weilerbach,,2019,,,BsalGer6350 - WEI-2019-15,LivingSpecimen,Lissotriton,helveticus,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,4,12,,,,Universities Trier and Braunschweig,,,,,,,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,female,,NA,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Weilerbach,,2019,,,BsalGer6351 - WEI-2019-16,LivingSpecimen,Lissotriton,helveticus,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,4,12,,,,Universities Trier and Braunschweig,,,,,,,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,female,,NA,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Weilerbach,,2019,,,BsalGer6352 - WEI-2019-17,LivingSpecimen,Lissotriton,helveticus,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,4,12,,,,Universities Trier and Braunschweig,,,,,,,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,female,,NA,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Weilerbach,,2019,,,BsalGer6353 - WEI-2019-18,LivingSpecimen,Lissotriton,helveticus,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,4,12,,,,Universities Trier and Braunschweig,,,,,,,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,male,,NA,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Weilerbach,,2019,,,BsalGer6354 - WEI-2019-19,LivingSpecimen,Lissotriton,helveticus,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,4,12,,,,Universities Trier and Braunschweig,,,,,,,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,male,,NA,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Weilerbach,,2019,,,BsalGer6355 - WEI-2019-20,LivingSpecimen,Lissotriton,helveticus,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,4,12,,,,Universities Trier and Braunschweig,,,,,,,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,male,,NA,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Weilerbach,,2019,,,BsalGer6356 - WEI-2019-21,LivingSpecimen,Lissotriton,helveticus,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,4,12,,,,Universities Trier and Braunschweig,,,,,,,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,female,,NA,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Weilerbach,,2019,,,BsalGer6357 - WEI-2019-22,LivingSpecimen,Lissotriton,helveticus,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,4,12,,,,Universities Trier and Braunschweig,,,,,,,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,male,,NA,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Weilerbach,,2019,,,BsalGer6358 - WEI-2019-23,LivingSpecimen,Lissotriton,helveticus,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,4,12,,,,Universities Trier and Braunschweig,,,,,,,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,male,,NA,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Weilerbach,,2017,,,BsalGer1699 - M099,LivingSpecimen,Ichthyosaura,alpestris,swabbing,quantitive PCR,Bsal,,,,,,3,31,,,,Universities Trier and Braunschweig,,,,,,,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,male,,NA,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Weilerbach,,2017,,,BsalGer1704 - M104,LivingSpecimen,Ichthyosaura,alpestris,swabbing,quantitive PCR,Bsal,,,,,,3,31,,,,Universities Trier and Braunschweig,,,,,,,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,male,,NA,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bollendorf,,2017,,,BsalGer0183 - M037,LivingSpecimen,Lissotriton,helveticus,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,3,29,,,,Universities Trier and Braunschweig,,,,,,,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,male,,NA,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bollendorf,,2017,,,BsalGer0184 - M038,LivingSpecimen,Ichthyosaura,alpestris,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,3,31,,,,Universities Trier and Braunschweig,,,,,,,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,male,,NA,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bollendorf,,2017,,,BsalGer0185 - M039,LivingSpecimen,Ichthyosaura,alpestris,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,3,31,,,,Universities Trier and Braunschweig,,,,,,,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,male,,NA,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bollendorf,,2017,,,BsalGer0186 - M040,LivingSpecimen,Ichthyosaura,alpestris,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,3,31,,,,Universities Trier and Braunschweig,,,,,,,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,female,,NA,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bollendorf,,2017,,,BsalGer0187 - M041,LivingSpecimen,Ichthyosaura,alpestris,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,3,31,,,,Universities Trier and Braunschweig,,,,,,,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,male,,NA,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bollendorf,,2017,,,BsalGer0188 - M042,LivingSpecimen,Ichthyosaura,alpestris,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,3,31,,,,Universities Trier and Braunschweig,,,,,,,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,male,,NA,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bollendorf,,2017,,,BsalGer0189 - M043,LivingSpecimen,Ichthyosaura,alpestris,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,3,31,,,,Universities Trier and Braunschweig,,,,,,,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,male,,NA,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bollendorf,,2017,,,BsalGer0190 - M044,LivingSpecimen,Ichthyosaura,alpestris,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,3,31,,,,Universities Trier and Braunschweig,,,,,,,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,female,,NA,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bollendorf,,2017,,,BsalGer0191 - M045,LivingSpecimen,Ichthyosaura,alpestris,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,3,31,,,,Universities Trier and Braunschweig,,,,,,,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,male,,NA,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bollendorf,,2017,,,BsalGer0192 - M046,LivingSpecimen,Ichthyosaura,alpestris,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,3,31,,,,Universities Trier and Braunschweig,,,,,,,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,male,,NA,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bollendorf,,2017,,,BsalGer0193 - M047,LivingSpecimen,Ichthyosaura,alpestris,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,3,31,,,,Universities Trier and Braunschweig,,,,,,,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,male,,NA,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bollendorf,,2017,,,BsalGer0194 - M048,LivingSpecimen,Ichthyosaura,alpestris,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,3,31,,,,Universities Trier and Braunschweig,,,,,,,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,male,,NA,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bollendorf,,2017,,,BsalGer0195 - M049,LivingSpecimen,Ichthyosaura,alpestris,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,3,31,,,,Universities Trier and Braunschweig,,,,,,,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,male,,NA,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bollendorf,,2017,,,BsalGer0196 - M050,LivingSpecimen,Ichthyosaura,alpestris,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,3,31,,,,Universities Trier and Braunschweig,,,,,,,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,male,,NA,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bollendorf,,2017,,,BsalGer0197 - M051,LivingSpecimen,Ichthyosaura,alpestris,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,3,31,,,,Universities Trier and Braunschweig,,,,,,,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,male,,NA,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bollendorf,,2017,,,BsalGer0198 - M052,LivingSpecimen,Ichthyosaura,alpestris,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,3,31,,,,Universities Trier and Braunschweig,,,,,,,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,male,,NA,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bollendorf,,2017,,,BsalGer0199 - M053,LivingSpecimen,Ichthyosaura,alpestris,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,3,31,,,,Universities Trier and Braunschweig,,,,,,,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,male,,NA,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bollendorf,,2017,,,BsalGer0200 - M054,LivingSpecimen,Ichthyosaura,alpestris,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,3,31,,,,Universities Trier and Braunschweig,,,,,,,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,male,,NA,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bollendorf,,2017,,,BsalGer0201 - M055,LivingSpecimen,Ichthyosaura,alpestris,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,3,31,,,,Universities Trier and Braunschweig,,,,,,,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,male,,NA,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bollendorf,,2017,,,BsalGer0202 - M056,LivingSpecimen,Ichthyosaura,alpestris,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,3,31,,,,Universities Trier and Braunschweig,,,,,,,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,male,,NA,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bollendorf,,2017,,,BsalGer0203 - M057,LivingSpecimen,Ichthyosaura,alpestris,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,3,31,,,,Universities Trier and Braunschweig,,,,,,,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,male,,NA,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bollendorf,,2017,,,BsalGer0204 - M058,LivingSpecimen,Ichthyosaura,alpestris,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,3,31,,,,Universities Trier and Braunschweig,,,,,,,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,female,,NA,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bollendorf,,2017,,,BsalGer0205 - M059,LivingSpecimen,Ichthyosaura,alpestris,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,3,31,,,,Universities Trier and Braunschweig,,,,,,,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,male,,NA,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bollendorf,,2017,,,BsalGer0206 - M060,LivingSpecimen,Ichthyosaura,alpestris,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,3,31,,,,Universities Trier and Braunschweig,,,,,,,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,male,,NA,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bollendorf,,2017,,,BsalGer0207 - M061,LivingSpecimen,Ichthyosaura,alpestris,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,3,31,,,,Universities Trier and Braunschweig,,,,,,,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,female,,NA,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bollendorf,,2017,,,BsalGer0208 - M062,LivingSpecimen,Ichthyosaura,alpestris,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,3,31,,,,Universities Trier and Braunschweig,,,,,,,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,male,,NA,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bollendorf,,2017,,,BsalGer0209 - M063,LivingSpecimen,Ichthyosaura,alpestris,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,3,31,,,,Universities Trier and Braunschweig,,,,,,,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,female,,NA,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bollendorf,,2017,,,BsalGer0210 - M064,LivingSpecimen,Ichthyosaura,alpestris,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,3,31,,,,Universities Trier and Braunschweig,,,,,,,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,male,,NA,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bollendorf,,2017,,,BsalGer0211 - M065,LivingSpecimen,Lissotriton,helveticus,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,3,31,,,,Universities Trier and Braunschweig,,,,,,,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,male,,NA,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bollendorf,,2017,,,BsalGer0212 - M066,LivingSpecimen,Lissotriton,helveticus,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,3,31,,,,Universities Trier and Braunschweig,,,,,,,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,male,,NA,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bollendorf,,2017,,,BsalGer0213 - M067,LivingSpecimen,Lissotriton,helveticus,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,3,31,,,,Universities Trier and Braunschweig,,,,,,,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,male,,NA,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bollendorf,,2017,,,BsalGer0214 - M068,LivingSpecimen,Lissotriton,helveticus,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,3,31,,,,Universities Trier and Braunschweig,,,,,,,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,male,,NA,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bollendorf,,2017,,,BsalGer0215 - M069,LivingSpecimen,Lissotriton,helveticus,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,3,31,,,,Universities Trier and Braunschweig,,,,,,,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,female,,NA,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bollendorf,,2017,,,BsalGer0216 - M070,LivingSpecimen,Lissotriton,helveticus,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,3,31,,,,Universities Trier and Braunschweig,,,,,,,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,female,,NA,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bollendorf,,2017,,,BsalGer0217 - M071,LivingSpecimen,Lissotriton,helveticus,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,3,31,,,,Universities Trier and Braunschweig,,,,,,,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,male,,NA,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bollendorf,,2017,,,BsalGer0218 - M072,LivingSpecimen,Lissotriton,helveticus,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,3,31,,,,Universities Trier and Braunschweig,,,,,,,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,male,,NA,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bollendorf,,2017,,,BsalGer0219 - M073,LivingSpecimen,Lissotriton,helveticus,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,3,31,,,,Universities Trier and Braunschweig,,,,,,,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,male,,NA,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bollendorf,,2017,,,BsalGer0220 - M074,LivingSpecimen,Lissotriton,helveticus,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,3,31,,,,Universities Trier and Braunschweig,,,,,,,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,male,,NA,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bollendorf,,2017,,,BsalGer0221 - M075,LivingSpecimen,Lissotriton,helveticus,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,3,31,,,,Universities Trier and Braunschweig,,,,,,,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,female,,NA,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bollendorf,,2017,,,BsalGer0222 - M076,LivingSpecimen,Lissotriton,helveticus,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,3,31,,,,Universities Trier and Braunschweig,,,,,,,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,male,,NA,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bollendorf,,2017,,,BsalGer0223 - M077,LivingSpecimen,Lissotriton,helveticus,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,3,31,,,,Universities Trier and Braunschweig,,,,,,,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,male,,NA,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
